%Class,%Class,代码，显示NPC的职业名字。
%Name,%Name,《上古卷轴3：晨风》中的代码，通用对话中显示说话的NPC名字。
Fiiriel,菲利尔,NPC_.FNAM
Filbeneth,菲尔贝尼斯,NPC_.FNAM
Filestis,菲勒斯提斯,第一纪元早期亚历德领主，受阿努玛瑞尔委托，带着拉坦亚来到破碎尖塔，建立了埃洛基，并尝试用拉坦亚在破碎尖塔建造新塔。
Fillin,菲林,NPC_.FNAM
Finder,调查员,FACT.RNAM
Findulain,芬杜兰,NPC_.FNAM
Fine Black Dart,优质黑镖,WEAP.FNAM
Fine Bleeder Dart,优质裂伤镖,WEAP.FNAM
Fine Carmine Dart,优质殷红镖,WEAP.FNAM
Fine Spring Dart,优质弹簧镖,WEAP.FNAM
Fine-Hair,秀发,NPC_.FNAM
Fine-Mouth,精致-小嘴,CEL|NPC_.FNAM
Fine-Mouth's Shack,精致-小嘴的小屋,CEL
Fingerbowl Cave,指盅洞穴,
Fingerbowl Cave - Lord Crypt,洗指盅洞穴-领主墓穴,
Fingerbowl Cave - Noble Crypt,洗指盅洞穴-贵族墓穴,
Fingerbowl Cave - Servant Crypt,指盅洞穴-仆从墓穴,
Fire,火,CLOT.FNAM|SPEL.FNAM
Fire and Faith,热忱与信念,BOOK.FNAM
Fire Barrier,火焰屏障,SPEL.FNAM
Fire Bite,灼烧术,SPEL.FNAM
Fire Damage,火焰伤害,GMST.STRV
Fire Fern,火蕨,CONT.FNAM
Fire Petal,火蕨花瓣,INGR.FNAM
Fire Salts,火盐,INGR.FNAM
Fire Shield,火焰护盾,ACTI.FNAM|GMST.STRV|SPEL.FNAM
Fire Storm,烈焰风暴,SPEL.FNAM
Fire Trap,火焰陷阱,SPEL.FNAM
Fire-Eye,火眼,NPC_.FNAM
Fireball,火球术,SPEL.FNAM
Firebite Club,灼烧棍棒,WEAP.FNAM
Firebite Dagger,灼烧匕首,WEAP.FNAM
Firebite Star,灼烧手里剑,WEAP.FNAM
Firebite Sword,灼烧之剑,WEAP.FNAM
Firebite War Axe,灼烧战斧,WEAP.FNAM
Fireblade,燃火之刃,WEAP.FNAM
Firebloom,火花术,SPEL.FNAM
"Firebrand","火炬/煽动者","高岩省的火焰骑士knights of the flame的总部。要塞名称,意为 “火炬”。全称火炬要塞。另外因为混乱制造者多持火炬纵火，故而引申出另一个名词含义“煽动者”"
Firefist,火拳,SPEL.FNAM
Firejade Amulet,火玉护符,CLOT.FNAM
Firestone,火之石,CLOT.FNAM
Firewatch,火望,位于晨风大陆东北角，晨风主城之一
First Barrier,初级屏障,SPEL.FNAM
First Barrier Belt,初级屏障腰带,CLOT.FNAM
First Barrier Ring,初级屏障之戒,CLOT.FNAM
First Folk,首民,*详见Aldmer词条。
First Seed,初种月,GMST.STRV
First Tree,第一棵树,ACTI.FNAM
First Tree Sapling,第一棵树苗,ACTI.FNAM
First Tree Seedling,第一棵树芽,ACTI.FNAM
Firsthold,首堡,据点名。
Fishing Pole,钓竿,MISC.FNAM
Fist of Randagulf Left Gauntlet,兰达古夫之拳左腕甲,ARMO.FNAM
Fist of Randagulf Rt Gauntlet,兰达古夫之拳右腕甲,ARMO.FNAM
Fistelle,菲斯泰勒,NPC_.FNAM
Five Fingers of Pain,五指之痛,SPEL.FNAM
Five Hundred Companions,五百战友团,
Five Songs of King Wulfharth,《武夫哈斯国王的五首歌》,BOOK.FNAM
Fixer,策划,FACT.RNAM
Fjalding,菲亚丁,湖泊名。索瑟泰姆中部河流向西侧汇聚形成的湖泊。
Fjell,菲耶尔,CEL
Fjol,菲欧,NPC_.FNAM
Fjorgeir,福尔盖尔,NPC_.FNAM
Fjori the Stout,坚定的菲约里,NPC_.FNAM
Fjorrod,弗约罗德,CEL|NPC_.FNAM
Fjorrod's House,弗约罗德的房子,CEL
Fjrokvar,弗约克瓦尔,NPC_.FNAM
Flacassia,弗拉卡西娅,NPC_.FNAM
Flacassia Fauseius,弗拉卡西娅·福塞尤斯,NPC_.FNAM
Flaccus,弗拉库斯,NPC_.FNAM|CEL
Flaenia,弗拉埃妮娅,NPC_.FNAM
Flaenia Amiulusus,弗拉埃妮娅·阿米卢乌斯,NPC_.FNAM
Flaeus,弗莱厄斯,CEL|NPC_.FNAM
Flame,火焰术,SPEL.FNAM
Flame Arrow,燃火箭,WEAP.FNAM
Flame Atronach,火焰侍灵,CREA.FNAM
Flame Tyrant,烈焰暴君,*详见Mehrunes Dagon词条。
Flame-Father,焱父,*详见Mehrunes Dagon词条。
Flamebolt,燃火弩箭,SPEL.FNAM|WEAP.FNAM
Flamebolt Ring,燃火弩箭之戒,CLOT.FNAM
Flameeater Robe,噬火者长袍,CLOT.FNAM
Flameguard,火焰守护,SPEL.FNAM
Flameguard Robe,火焰守护长袍,CLOT.FNAM
Flamemirror Robe,焰镜长袍,CLOT.FNAM
Flamestar,燃火手里剑,WEAP.FNAM
Flaming Eye of the Lightkeeper,守光者的燃烧之眼,INGR.FNAM
Flarugrius,弗拉格瑞斯,NPC_.FNAM
Flask,长颈瓶,MISC.FNAM
Flat-Foot,平足,NPC_.FNAM
Flavonius,弗拉沃纽斯,NPC_.FNAM
Flawed Dwemer Jinksword,有缺陷的锻莫闪剑,WEAP.FNAM
Flay Spirit,灵魂掠夺,SPEL.FNAM
Flay Spirit [Ranged],灵魂掠夺 [远程],SPEL.FNAM
Fleabite,蚤咬术,SPEL.FNAM
Flesh Atronach,血肉侍灵,
Flin,弗林,ALCH.FNAM
Floating Barrel,漂浮的桶,CONT.FNAM
Floating Crate,漂浮的板条箱,CONT.FNAM
Floating Dock Plank,浮动的船坞板,ACTI.FNAM
Flooded Mine,水淹矿场,
Flower Report,鲜花报告,BOOK.FNAM
Flowering Sweetbarrel,盛开的甜桶花,CONT.FNAM
Fly-Breath,飞-息,NPC_.FNAM
Flying Viper,飞行毒蛇,WEAP.FNAM
Foe-Grinder,碎敌者,CLOT.FNAM
Foe-Quern,碾敌者,CLOT.FNAM
Foeburner,焚敌者,WEAP.FNAM
Folded Cloth,折叠布料,MISC.FNAM
Follower,信徒,
Folly,愚蠢,BOOK.FNAM
Folms,福尔姆斯,NPC_.FNAM
Folms Mirel,福尔姆斯·米雷尔,NPC_.FNAM
Folsi,弗尔西,NPC_.FNAM
Folsi Thendas,弗尔西·森达斯,NPC_.FNAM
Folvalie,福尔瓦莉,NPC_.FNAM
Folvalie Omalor,福尔瓦莉·奥玛洛,NPC_.FNAM
Folvyn,福尔文,NPC_.FNAM
Folvys,福维斯,NPC_.FNAM
Folvys Andalor,福维斯·安达洛,NPC_.FNAM
Folyni,芙丽妮,NPC_.FNAM
Folyni Dran,芙丽妮·德兰,NPC_.FNAM
Fomesa,弗梅莎,NPC_.FNAM
Fomesa Tharys,弗梅莎·萨瑞丝,NPC_.FNAM
Fonari,佛娜丽,NPC_.FNAM
Fonari Indaren,佛娜丽·英达伦,NPC_.FNAM
Fonas,福纳斯,NPC_.FNAM
Fonas Retheran,福纳斯·雷瑟兰,NPC_.FNAM
Fons,冯斯,NPC_.FNAM
Fons Beren,冯斯·贝伦,NPC_.FNAM
Fonus,佛努斯,NPC_.FNAM
Fonus Rathryon,佛努斯·拉特里恩,NPC_.FNAM
Footpad,劫道,FACT.RNAM
For my Gods and Emperor,《为了圣灵与皇帝》,BOOK.FNAM
"For Shara, on my death","写给莎拉的永别信","BOOK.FNAM"
FOR SPELL CASTING,用于施法,WEAP.FNAM
Force Bolt,力场箭,SPEL.FNAM
Forces of Order,秩序大军,秩序之大君杰盖拉格的爪牙，是一股不可阻挡的力量，每个纪元末期都会入侵战栗群岛。
Fore,前,NPC_.FNAM
Fore Paw,前·爪,NPC_.FNAM
Forebear,先驱派,落锤的一个文化，和王权派对应
Foreign Quarter,外邦区,CEL|ACTI.FNAM
Foreign Quarter Canalworks,外邦区河道工作区,CEL
Foreign Quarter Lower Waistworks,外邦下层工作区,CEL
Foreign Quarter Plaza,外邦区广场,CEL
Foreign Quarter Tomb,外邦区墓穴,CEL
Foreign Quarter Underworks,外邦区下水道,CEL
Foreign Quarter Upper Waistworks,外邦区上层工作区,CEL
Forge,熔炉,CEL
Forge of Hilbongard,希尔邦加德锻造厂,CEL
Forgotten Galleries,遗忘楼座,CEL
Forgotten Hero,被遗忘的英雄,The Elder Scrolls: Legends的主角。
Forgotten Shipwreck,被遗忘的沉船,CEL
Forgotten Tunnels,被遗忘的隧道,
Forgotten Vaults of Anudnabia,阿努德纳比亚被遗忘的金库,CEL
Fork,叉子,MISC.FNAM
Fork of Horripilation,惊骇之叉,WEAP.FNAM
Fork-Beard,八字胡,CEL|NPC_.FNAM
Foronir,福罗尼尔,NPC_.FNAM
Forsaken Mine,遗弃矿场,
Forsaken Mine Lost Passages,遗弃矿场-失落通道,
Forstaag the Sweltering,闷热者弗思塔格,NPC_.FNAM
Forsworn,弃誓者,由河峪人组成的组织，谋求独立。
Fort,1.堡|2.堡垒,与设施名称共同出现时译为“堡”，如“乌拉塞克堡”，独立出现时译为“堡垒”，采用双音节。与要塞（Stronghold）、堡垒（Fortress）、城堡（Castle）、城（Hold）进行区分。
Fort Alessia,阿莱西亚堡,
Fort Alessia Assembly Hall,阿莱西亚堡-议事厅,
Fort Ash,灰烬堡,
Fort Ash Stockade,灰烬堡-鼠圈,
Fort Aurus,奥鲁斯堡,
Fort Black Boot,黑靴堡,
Fort Blueblood,蓝血堡,
Fort Blueblood Halls,蓝血堡-厅堂,
Fort Bulwark,庇护堡,
Fort Caractacus,卡拉克塔库斯堡,
Fort Carmala,卡马拉堡,
Fort Cedrian,赛德里安堡,
Fort Cedrian Mausoleum,赛德里安堡-陵墓,
Fort Chalman,查尔曼堡,
Fort Coldcorn,冷谷堡,
Fort Cuptor,库普托堡,或“炉堡”，如果b社用罗马尼亚语给它命名的话。若以此前提选择音译则为“库普多尔堡”。
Fort Cuptor Battlemains,库普托堡-战斗主厅,
Fort Darius,达瑞斯要塞,CEL
Fort Dirich,迪利奇堡,
Fort Doublecross,双十字堡,
Fort Doublecross Battlemage Muster,双十字堡-战斗法师集会,
Fort Doublecross Caves,双十字堡-洞穴,
Fort Empire,帝国要塞,
Fort Empire Barracks Block,帝国要塞-兵营区,
Fort Entius,恩提乌斯堡,
Fort Entius Sepulcher,恩提乌斯堡-墓穴,
Fort Facian,法西安堡,
Fort Facian Vaults of Honor,法西安堡-荣誉墓室,
Fort Faleria,法勒里亚堡,*详见Smoke Hole Cave词条。
Fort Farragut,法拉格特堡,
Fort Flecia,弗莱西亚堡,
Fort Frostmoth,霜蛾要塞,CEL
Fort Gold-Throat,金-喉堡,
Fort Grief,悲痛堡,
Fort Hastrel,哈斯特雷尔堡,
Fort Hastrel Keep,哈斯特雷尔堡-城楼,
Fort Homestead,家宅堡,
Fort Homestead Heroes' Hall,家宅堡-英雄大厅,
Fort Homestead Passages,家宅堡-通道,
Fort Horunn,霍伦堡,
Fort Horunn Hall of the Eternal Flame,霍伦堡-永恒之焰厅,
Fort Horunn Legate Assembly,霍伦堡-使节议会,
Fort Irony,讽刺堡,
Fort Istirus,伊斯蒂鲁斯堡,
Fort Istirus Barracks,伊斯蒂鲁斯堡-兵营,
Fort Istirus Sanctuaries,伊斯蒂鲁斯堡-圣所,
Fort Linchal,林查尔堡,
Fort Linchal Hall of Knights,林查尔堡-骑士大厅,
Fort Linchal Temple of War,林查尔堡-战争神庙,
Fort Magia,玛吉亚堡,或“魔堡”。但虽然关底有一个死灵法师类型的宝箱，并且内部有亡灵，但没有更多证据表示它与魔法有关。
Fort Magia Garrison Blocks,玛吉亚堡-驻军区,
Fort Magia Memorials,玛吉亚堡-纪念堂,
Fort Naso,纳索堡,
Fort Niben,尼本堡,Fort Redman的曾用称呼。
Fort Nikel,尼凯尔堡,
Fort Nomore,诺莫雷堡,
Fort Nomore Bunker,诺莫雷堡-地堡,
Fort Ontus,昂图斯堡,
Fort Ontus Understreets,昂图斯堡-下层道路,
Fort Pale Pass,苍白关隘堡,
Fort Pelagiad,佩拉吉亚德要塞,CEL
Fort Pelagiad Prison Key,佩拉吉亚德要塞囚犯钥匙,MISC.FNAM
Fort Pelagiad Prisoner Log,佩拉吉亚德要塞囚犯日志,BOOK.FNAM
Fort Rayles,雷勒斯堡,
Fort Rayles Hall of Winter,雷勒斯堡-冬厅,
Fort Redman,红人堡,
Fort Redman Hall of Judges,红人堡-审判大厅,
Fort Redmane,红鬃堡,在eso中出现的Fort Redman。
Fort Redwater,红水堡,
Fort Redwater Halls of Glory,红水堡-荣耀之厅,
Fort Roebeck,罗贝克堡,
Fort Roebeck Winter Station,罗贝克堡-冬季驻地,
Fort Scinia,希尼亚堡,
Fort Scinia Hall of Legends,希尼亚堡-传奇之厅,
Fort Sejanus,塞雅努斯堡,
Fort Snowhawk,雪鹰堡,第三帝国于第四纪元21年为纪念雪鹰城而修建的堡垒，后逐渐废弃。
Fort Strand,滨海堡,
Fort Sutch,萨奇堡,第三纪元末的萨奇，已经废弃。
Fort Teleman,泰勒曼堡,
Fort Urasek,乌拉塞克堡,
Fort Variela,瓦列拉堡,
Fort Virtue,美德堡,
Fort Vlastarus,弗拉斯塔鲁斯堡,
Fort Wariel,瓦里尔堡,
Fort Wooden Hand,木手堡,
Fortify,提升,GMST.STRV
Fortify Acrobatics Skill,强化杂技技能,SPEL.FNAM
Fortify Alchemy Skill,强化炼金技能,SPEL.FNAM
Fortify Alteration Skill,强化变化系技能,SPEL.FNAM
Fortify Armorer Skill,强化修理技能,SPEL.FNAM
Fortify Athletics Skill,强化运动技能,SPEL.FNAM
Fortify Attack,强化攻击,GMST.STRV
Fortify Attribute,属性强化,GMST.STRV
Fortify Axe Skill,强化斧类技能,SPEL.FNAM
Fortify Block Skill,强化格挡技能,SPEL.FNAM
Fortify Blunt Weapons Skill,强化钝器技能,SPEL.FNAM
Fortify Conjuration Skill,强化召唤系技能,SPEL.FNAM
Fortify Destruction Skill,强化毁灭系技能,SPEL.FNAM
Fortify Enchant Skill,强化附魔技能,SPEL.FNAM
Fortify Fatigue,体力强化,GMST.STRV
Fortify Hand to Hand Skill,强化徒手技能,SPEL.FNAM
Fortify Health,生命强化,GMST.STRV
Fortify Heavy Armor Skill,强化重甲技能,SPEL.FNAM
Fortify Illusion Skill,强化幻术系技能,SPEL.FNAM
Fortify Light Armor Skill,强化轻甲技能,SPEL.FNAM
Fortify Long Blade Skill,强化长刃技能,SPEL.FNAM
Fortify Magicka,魔力强化,GMST.STRV
Fortify Marksman Skill,强化射术技能,SPEL.FNAM
Fortify Maximum Magicka,最大魔力强化,GMST.STRV
Fortify Medium Armor Skill,强化中甲技能,SPEL.FNAM
Fortify Mercantile Skill,强化贸易技能,SPEL.FNAM
Fortify Mysticism Skill,强化神秘系技能,SPEL.FNAM
Fortify Restoration Skill,强化恢复系技能,SPEL.FNAM
Fortify Security Skill,强化开锁技能,SPEL.FNAM
Fortify Short Blade Skill,强化短刃技能,SPEL.FNAM
Fortify Skill,技能强化,GMST.STRV
Fortify Sneak Skill,强化潜行技能,SPEL.FNAM
Fortify Spear Skill,强化长柄技能,SPEL.FNAM
Fortify Speechcraft Skill,强化口才技能,SPEL.FNAM
Fortify Unarmored Skill,强化无甲技能,SPEL.FNAM
Fortitude,坚韧术,SPEL.FNAM
Fortress,堡垒,与要塞（Stronghold）、堡（Fort）、城堡（Castle）、城（Hold）进行区分。
Forven,福文,NPC_.FNAM
Forven Berano,福文·贝拉诺,NPC_.FNAM
Forvse,福斯,NPC_.FNAM
Forvse Nerethi,福斯·内瑞蒂,NPC_.FNAM
Foryn,福林,CEL|NPC_.FNAM
Foryn Gilnith,福林·吉尔尼斯,NPC_.FNAM
Foryn Gilnith's Shack,福林·吉尔尼斯的小屋,CEL
Fothas,福塔斯,NPC_.FNAM
Fothas Thirandus,福塔斯·瑟兰杜斯,NPC_.FNAM
Fothyna,福西那,NPC_.FNAM
Fothyna Herothran,福西那·赫罗珊,NPC_.FNAM
Founder,创始人,CLOT.FNAM
Founder's Belt,创始人的腰带,CLOT.FNAM
Fount of Inspiration,灵感之源,*详见Boethiah词条。
Fountain,喷泉,ACTI.FNAM
Fourth Barrier,四级屏障,SPEL.FNAM
Foves,福维斯,NPC_.FNAM
Foves Arenim,福维斯·阿雷尼姆,NPC_.FNAM
Fovon,福文,CREA.FNAM
Fovus,福乌斯,NPC_.FNAM
Fovus Faravel,福乌斯·法拉维尔,NPC_.FNAM
Foyada,熔渠,丹莫方言，意为烈焰之河，红山熔岩冷却后形成的沟壑。
Fragile Burial,脆弱埋葬区,CEL
Fragment: On Artaeum,《片段：有关阿泰乌姆岛》,BOOK.FNAM
Fraki,弗拉基,NPC_.FNAM
Frald the White,苍白者弗拉德,NPC_.FNAM
Fralinie,法兰琳涅,NPC_.FNAM
Fralvia,弗劳维亚,NPC_.FNAM
Fralvia Sibassius,弗劳维亚·西巴西乌斯,NPC_.FNAM
Francois,弗朗科斯,NPC_.FNAM
Francois Marquardt,弗朗科斯·马夸特,NPC_.FNAM
Fredas,星期五,上古卷轴世界观中的周五。
Free Action,行动自如,SPEL.FNAM
Freezing Touch,冻结之触,SPEL.FNAM
Frelene,弗莱纳,NPC_.FNAM
Frelene Acques,弗莱纳·阿克,NPC_.FNAM
Frenck,弗兰克,NPC_.FNAM
Frensca,浪,亚历德语。
Frenzy Beast,野兽狂化术,SPEL.FNAM
Frenzy Creature,生物狂乱,GMST.STRV|SPEL.FNAM
Frenzy Humanoid,人形生物狂乱,GMST.STRV|SPEL.FNAM
Frenzying Touch,狂化之触,SPEL.FNAM
Frernis,弗蕾尼斯,BOOK.FNAM|MISC.FNAM|NPC_.FNAM
Frey,仅,伐莫语。
Friend,朋友|友,WEAP.FNAM
Frik,福利科,NPC_.FNAM
Fringe,边缘地,战栗群岛上其中一个区域的统称，越墙镇是其主要定居点。
Frink,弗林克,NPC_.FNAM
Frink Ruuz,弗林克·鲁兹,NPC_.FNAM
Frinnius,弗里纽斯,NPC_.FNAM
Frinnius Posuceius,弗里纽斯·波苏塞乌斯,NPC_.FNAM
Frizkav,弗里茨卡夫,NPC_.FNAM
Frizkav Brutya,弗里茨卡夫·布鲁蒂亚,NPC_.FNAM
Frock,上衣,CLOT.FNAM
"Frontier, Conquest...","《前线，征服与和解》","BOOK.FNAM"
Frossel,佛塞尔,CEL
Frosselmane Barrow,佛塞尔曼古冢,CEL
Frost  Atronach,冰霜侍灵,CREA.FNAM
Frost Barrier,冰霜屏障,SPEL.FNAM
Frost Bolt,冰霜弩箭,SPEL.FNAM
Frost Damage,冰霜伤害,GMST.STRV
Frost Fall,霜落月,GMST.STRV
Frost Salts,霜盐,INGR.FNAM
Frost Shield,冰霜护盾,ACTI.FNAM|GMST.STRV|SPEL.FNAM
Frost Storm,冰霜风暴,SPEL.FNAM
Frost Trap,寒霜陷阱,SPEL.FNAM
Frostball,冰球术,SPEL.FNAM
Frostbite,冰噬术,SPEL.FNAM
Frostbloom,霜花术,SPEL.FNAM
Frostcrag Spire,霜崖尖塔,
Frosteater Robe,噬霜者长袍,CLOT.FNAM
Frostfall,霜降月,对应现实的十月。阿尔贡杰尔语称之为沙加-努什米克（Shaja-Nushmeeko），意思是半人形蜥蜴（Semi-Humanoid Lizard）。
Frostfire Cave,霜火洞穴,
Frostfire Glade,霜火林地,
Frostfist,冰霜之拳,SPEL.FNAM
Frostgore,寒霜凝血,WEAP.FNAM
Frostguard,冰霜守护,SPEL.FNAM
Frostguard Robe,冰霜守护长袍,CLOT.FNAM
Frostien,弗洛斯滕,NPC_.FNAM
Frostien Ephine,弗洛斯滕·艾芬尼,NPC_.FNAM
Frostmirror Robe,霜镜长袍,CLOT.FNAM
Frostmoth,霜蛾,地名。一处帝国军事驻地。
Fruscia,弗鲁西亚,NPC_.FNAM
Fruscia Abitius,弗鲁西亚·阿比提乌斯,NPC_.FNAM
Fryfnhild,弗莱夫希尔德,NPC_.FNAM
Frykte,畏怖洞窟,CEL
Fryse Hag,冰霜女巫,NPC_.FNAM
Fryssa,弗莱萨,NPC_.FNAM
ft,尺,GMST.STRV
Fuddle,烂醉,SPEL.FNAM
Fuddle Charm,烂醉项链,CLOT.FNAM
Fulbenus,富尔贝努斯,NPC_.FNAM
Fulcinius,富尔西纽斯,NPC_.FNAM
Furious One,狂怒者,*详见Malacath词条。
Furius,法留斯,NPC_.FNAM
Furius Acilius,法留斯·阿西留斯,NPC_.FNAM
Furotis,福罗提斯,NPC_.FNAM
Furstock,皮种,对卡吉特不同亚种的统称。
Fury,怒|狂怒,SPEL.FNAM|WEAP.FNAM
Fyr,菲尔,MISC.FNAM|NPC_.FNAM
Gaban,格班,NPC_.FNAM
Gabenagus,加贝纳古斯,NPC_.FNAM
Gabinia,加比尼亚,NPC_.FNAM
Gadar,加达尔,BOOK.FNAM|NPC_.FNAM
Gadasu,加达苏,NPC_.FNAM
Gadasu Serothan,加达苏·塞罗珊,NPC_.FNAM
Gadayn,加戴恩,NPC_.FNAM
Gadayn Andarys,加戴恩·安达里斯,NPC_.FNAM
Gadela,加德拉,NPC_.FNAM
Gadela Andus,加德拉·安杜斯,NPC_.FNAM
Gaden,加登,NPC_.FNAM
Gaden Folvyn,加登·福尔文,NPC_.FNAM
Gaden Llarys,加登·拉里斯,NPC_.FNAM
Gadyni,伽德妮,NPC_.FNAM
Gadyni Rethan,伽德妮·雷桑,NPC_.FNAM
Gaea,盖娅,NPC_.FNAM
Gaea Artoria,盖娅·阿尔托利亚,NPC_.FNAM
Gaeldol,盖尔多尔,NPC_.FNAM
Gaelion,盖利翁,NPC_.FNAM
Gaenor,盖诺,CLOT.FNAM|NPC_.FNAM|SPEL.FNAM
Gaenor's Abilities,盖诺之智,SPEL.FNAM
Gaenor's Amulet,盖诺的护符,CLOT.FNAM
Gaenor's Escape,盖诺之逸,SPEL.FNAM
Gah,加,NPC_.FNAM
Gah Julan,加·朱兰,NPC_.FNAM
Gah-Julan,伽-尤兰,一种丹莫文化。
Gah-Julan Bonemold Cuirass,加-朱兰骨模胸甲,ARMO.FNAM
Gah-Julan Bonemold L Pauldron,加-朱兰骨模左肩甲,ARMO.FNAM
Gah-Julan Bonemold R Pauldron,加-朱兰骨模右肩甲,ARMO.FNAM
Gaiar,礼物,亚历德语。
Gaiar Alata,盖亚尔·阿拉塔,曼卡的“天堂”。
Gaiden Shinji,盖登·真司,第一纪元的红卫剑圣。被认为受到Tsaesci影响，出处见https://www.imperial-library.info/content/interviews-3-writers。
Gakkenfeld,加肯费尔德,NPC_.FNAM
Galam,加拉姆,NPC_.FNAM
Galam Llendu,加拉姆·伦杜,NPC_.FNAM
Galar,加勒,NPC_.FNAM
Galar Baren,加勒·巴伦,NPC_.FNAM
Galar Rothan,加勒·罗森,NPC_.FNAM
Galas,加拉斯,NPC_.FNAM
Galas Drenim,加拉斯·德雷尼姆,NPC_.FNAM
Galasa,加拉萨,NPC_.FNAM
Galasa Uvayn,加拉萨·乌万,NPC_.FNAM
Galbedir,加尔贝迪尔,CONT.FNAM|NPC_.FNAM
Galbedir's Desk,加尔贝迪尔的书桌,CONT.FNAM
Galdal,加尔达尔,NPC_.FNAM
Galdal Omayn,加尔达尔·奥曼,NPC_.FNAM
Galdiir,加尔迪尔,NPC_.FNAM
Galdres,加德雷斯,NPC_.FNAM
Galdres Ienith,加德雷斯·伊尼思,NPC_.FNAM
Galen,加伦,NPC_.FNAM
Galen Berer,加伦·贝勒,NPC_.FNAM
Galen Berer: Armorer,加伦·贝勒：护甲商,CEL|ACTI.FNAM
Galenus,盖勒纳斯,NPC_.FNAM
Galeri,加莱里,NPC_.FNAM
Galeri Uveleth,加莱里·乌维莱斯,NPC_.FNAM
Galerion The Mystic,《伽勒良密传》,BOOK.FNAM
Galero,加雷罗,NPC_.FNAM
Galero Andaram,加雷罗·安达拉姆,NPC_.FNAM
Galis,加利斯,NPC_.FNAM
Galis Seleth,加利斯·塞莱斯,NPC_.FNAM
Gallant,勇者,FACT.RNAM
Gallery,廊,CEL
Galmir,加尔米尔,NPC_.FNAM
Galmis,加尔米斯,CREA.FNAM|MISC.FNAM|NPC_.FNAM
Galmis Dren,加尔米斯·德伦,NPC_.FNAM
Galms,加尔姆斯,NPC_.FNAM
Galms Seles,加尔姆斯·塞莱斯,NPC_.FNAM
Galom Daeus,加洛姆-代乌斯,CEL
Galore,加罗尔,NPC_.FNAM
Galore Salvi,加罗尔·萨尔维,NPC_.FNAM
Galos,加洛斯,NPC_.FNAM
Galos Farethi,加洛斯·法雷蒂,NPC_.FNAM
Galos Mathendis,加洛斯·马腾迪斯,NPC_.FNAM
Gals,加尔斯,NPC_.FNAM
Gals Arethi,加尔斯·阿雷西,NPC_.FNAM
Galsa,加尔萨|加尔莎,NPC_.FNAM|CEL
Galsa Andrano,加尔莎·安德拉诺,NPC_.FNAM
Galsa Gindu,加尔萨·金杜,NPC_.FNAM
Galsa Gindu's House,加尔萨·金杜的房子,CEL
Galsu,加尔苏,NPC_.FNAM
Galsu Tedas,加尔苏·泰达斯,NPC_.FNAM
Galthragoth,加斯拉格斯,CEL|NPC_.FNAM
Galthragoth's House,加斯拉格斯的房子,CEL
Galtis,加尔蒂斯,BOOK.FNAM|NPC_.FNAM
Galtis Guvron,加尔蒂斯·古夫隆,NPC_.FNAM
Galtis Guvron's Note,加尔蒂斯·古夫隆的便条,BOOK.FNAM
Galtis Serethi,加尔蒂斯·塞雷西,NPC_.FNAM
Galur,加卢,BOOK.FNAM
Galur Rithari's Papers,加卢·瑞萨里的文献,BOOK.FNAM
Galuro,加鲁罗,NPC_.FNAM
Galuro Belan,加鲁罗·贝兰,NPC_.FNAM
Galvene,加维妮,NPC_.FNAM
Galvene Othrobar,加维妮·奥斯罗巴,NPC_.FNAM
Galviso,加维索,NPC_.FNAM
Galviso Heran,加维索·赫冉,NPC_.FNAM
Galyn,盖琳,NPC_.FNAM
Galyn Arvel,盖琳·阿维尔,NPC_.FNAM
Gam-Kur,加姆-库,NPC_.FNAM
Gambolpuddy,甘博尔普蒂,CLOT.FNAM
Game Rat,竞赛鼠,CREA.FNAM
Gamin,加曼,NPC_.FNAM
Gamin Girith,加曼·基里斯,NPC_.FNAM
Ganalyn,加纳林,NPC_.FNAM
Ganalyn Saram,加纳林·萨拉姆,NPC_.FNAM
Ganciele,甘西勒,NPC_.FNAM
Ganciele Douar,甘西勒·杜尔,NPC_.FNAM
Gancolm,甘科姆,NPC_.FNAM
Gandela,甘德拉,NPC_.FNAM
Gandela Indoran,甘德拉·因多然,NPC_.FNAM
Gandosa,甘多萨,NPC_.FNAM
Gandosa Arobar,甘多萨·阿罗巴,NPC_.FNAM
Gandra,礼物,亚历德语。
Gandranen,甘德拉能,亚历德语，意为“水之礼物”，一座位于影沼的巴塞比克亚历德遗迹。
Gandravanya,甘德拉芙安雅,亚历德女名，“来自生命的礼物”。
Gandrung Caverns,甘德隆洞穴,CEL
Ganel,加内尔,CREA.FNAM
Ganus,加努斯,CEL|NPC_.FNAM
Ganus Lloryn,加努斯·洛林,NPC_.FNAM
Ganus Lloryn's Shack,加努斯·洛林的小屋,CEL
Garalo,加拉洛,NPC_.FNAM
Garalo Andalas,加拉洛·安达拉斯,NPC_.FNAM
Garas,戛拉斯,NPC_.FNAM
Garas Seloth,戛拉斯·瑟罗斯,NPC_.FNAM
Garauvoli,敌人,亚历德语。
Gardener,园丁,CLAS.FNAM
Gardener of Men,人类园丁,*详见Hermaeus Mora词条。
Garding the Bold,勇者加丁,NPC_.FNAM
Garel,加勒尔,CREA.FNAM
Garer,加勒,CEL|NPC_.FNAM
Garer Danoran,加勒·达诺然,NPC_.FNAM
Gares,加雷斯,CREA.FNAM
Garil,加利尔,NPC_.FNAM
Garila,加里拉,NPC_.FNAM
